test_case,id,source,language,text,task1,task2
EXIST2021,5260,twitter,es,acabo de ver una compilación de hope manspreading y omg no puedo creerlo pero im obsessed * stars respectfully *,sexist,ideological-inequality
EXIST2021,5261,twitter,es,"como mujer cis , el feminismo en si tampoco me supone una amenaza , pero que halla feministas y aliados , que me menosprecian por ser sumisa , cuando no estoy de acuerdo con sus discursos , y que existan feministas , que trata a todas las mujeres como eternas victimas e incapaces de",sexist,ideological-inequality
EXIST2021,5262,twitter,es,mujeres atacando la libertad de expresión de otra mujer porque su opinión se sale de su pensamiento únicotruquito de primero de feminismo : si eres mujer y criticas el feminismo es que no eres mujer,sexist,ideological-inequality
EXIST2021,5263,twitter,es,y pablo iglesias q sueña con azotar a mujeres hasta q sangren es el dirigente del partido más feminista del mundo . . . q cosas eh ?,sexist,misogyny-non-sexual-violence
EXIST2021,5264,twitter,es,abro hilo las feministas triplehijueputas no sirven de nada malparidos ojala las viole un bus malparidos como que me borraron una cuenta de memes que solo era humor malparidastriplehijueputas putas perras care chochas mariconas hijas de puta putas perras,sexist,misogyny-non-sexual-violence
EXIST2021,5265,twitter,es,"interesante , la vieja mugre piruleta evita confrontar a otra lagartona mujer , pero con hombres se pone agresiva piruleta , será porque la ley de feminicidio que se siente huesuda con hombres y sabe nos vamos al bote fácilmente por tronarme la trompa por abusiva ?",sexist,misogyny-non-sexual-violence
EXIST2021,5266,twitter,es,carreras de hombres ? . . . por favor que ridículo quienes aún sostienen ese pensamiento . nunca las hubieron ! es que ese androcentrismo es opresor .,sexist,ideological-inequality
EXIST2021,5267,twitter,es,con esa misma puta mierda de criterio podemos decir que todos los líderes de izquierdas quiere azotar hasta que sangren a las mujeres . no tenéis escrúpulos para exagerar hasta el infinito las cosas con tal de hacer política . eres parte del problema .,sexist,misogyny-non-sexual-violence
EXIST2021,5268,twitter,es,"qué rabia me da chupete , cuando estuvo aquí , en su vuelta , no se podía ni la raja , pero pa llegar a ls hizo un plan especial de acondicionamiento físico . todos los zorras que andan celebrando sus goles pueden proceder a succionar mi miembro .",sexist,sexual-violence
EXIST2021,5269,twitter,es,pero las feministas os atribuir el voto femenino lo cual es mentira,sexist,ideological-inequality
EXIST2021,5270,twitter,es,27 dias tic toc tic toc # revocatoriaclaudialopez estamos mamados de esta guasona marimacho de pueblo fastidiosa corrupta,sexist,stereotyping-dominance
EXIST2021,5271,twitter,es,todas unas putas,sexist,misogyny-non-sexual-violence
EXIST2021,5272,twitter,es,"ㅤㅤㅤ a debe ser mi colonia - bromeo mientras automáticamente agarraba aquel culo con una fuerza notable , hundiendo sus dígitos en la carne de esta mientras tiraba y movía su sus manos , abriendo y cerrando sus nalgas a su paso - a",sexist,sexual-violence
EXIST2021,5273,twitter,es,"un día perra pateada , al otro día perra moderada .",sexist,misogyny-non-sexual-violence
EXIST2021,5274,twitter,es,calla golfa te voy a dar q trola,sexist,misogyny-non-sexual-violence
EXIST2021,5275,twitter,es,"es bien facil hecharle la culpa al sistema en lugar de aceptar responsabilidades x sus propias decisiones , no todas las mujeres estudian ingenieria como tu , muchas escogen carreras que pagan menos . el pay gap no existe ya esta super demostrado , parecen disco rayado .",sexist,ideological-inequality
EXIST2021,5276,twitter,es,"y lo q más gracia me hace es que todavía hay quien niega la existencia de una 4 ola cuando el vilipendio es más que obvio , 1 auge ( # metro , # laminada ) después llega lo queer , después vamos perdiendo gente y al final el borrado . pasaremos a la historia del feminismo , x desgracia",sexist,ideological-inequality
EXIST2021,5277,twitter,es,nadie te va a tratar tan bien como un hombre que te lo quiere meter por primera vez .,sexist,sexual-violence
EXIST2021,5278,twitter,es,da lo mismo si son mujeres o hombres el objetivo primordial debería ser el bienestar de todos los peruanos pero estás mujeres no les importa solo intereses propios,sexist,ideological-inequality
EXIST2021,5279,twitter,es,"resulta q solo son los hombres los q matan a sus parejas , a no ? espero q en algún programa de tv le hagan la pregunta a ver q le contesta . el humorismo en españa es brutal , tanto q niegan esta violencia . no se alarmen , irene dirá q la mujer estaba loca .",sexist,ideological-inequality
EXIST2021,5280,twitter,es,""" follar la mente de una mujer es un vicio refinado para los entendidos ; todos los demás se conforman con el cuerpo "" . - - charles bukowski",sexist,sexual-violence
EXIST2021,5281,twitter,es,"pagan y sú comentario machista "" él hombre es más fuerte qué la mujer "" cómo sé nota qué no paris hermano para decir semejante estupidez # mesazaencasa # podemoshablar",sexist,stereotyping-dominance
EXIST2021,5282,twitter,es,"despides odio por tus poros , porque tú no te jubilas y dejas de meterte con mujeres , o eres mariquita pérez que le gusta pegar a las mujeres . sufridor y resentido social .",sexist,misogyny-non-sexual-violence
EXIST2021,5283,twitter,es,terrible que se utilice el acoso de esta manera . tanto daño a verdaderas denuncias . a y el feminismo que profesaba ?,sexist,ideological-inequality
EXIST2021,5284,twitter,es,"el comunismo creo la idea del feminismo para dividir occidente en su lucha contra este . como decía maquiavelo divide y reinaras . practico la igualdad entre mujeres y hombres , pero no esta bueno caer en una guerra entre m y h . guerra implantada en occidente , p debilitarlo . saludos",sexist,ideological-inequality
EXIST2021,5285,twitter,es,"femina vizcarralover farola dañino picado llama héroe a , alias "" siete polvos "" , y califica de ruin a muchacha que denunció ser acosada por el cobarde que le fracturó la nariz a un anciano .",sexist,ideological-inequality
EXIST2021,5286,twitter,es,nenaza y homeópata,sexist,misogyny-non-sexual-violence
EXIST2021,5287,twitter,es,"no es que no de ni una . . . , es que es otra analfabeta florero de sánchez . . . maldad , como todas las mujeres que hay en el gobierno . . . , y digo maldad , no porque tenga nada en contra de la mujer , faltaría más , si no porque mienten a propósito y haciendo daño . . . , como la celada .",sexist,stereotyping-dominance
EXIST2021,5288,twitter,es,"me metí a un grupo de "" feminismo antiespecista "" en facebook re contenta porque por fin hicieran algo así y la administradora es re # notallmen jajajajaja qué desgracia que hasta los espacios feministas sean para cuidarle el culo a los hombres",sexist,ideological-inequality
EXIST2021,5289,twitter,es,"las protestas pacificas se deben de dar cuando son justificadas y como debe de ser , pero ese grupito e animales junto con las femiestupidas que solamente ponen en verguenza a las mujeres reales , deberian de sacar a todas esas lacras a a",sexist,ideological-inequality
EXIST2021,5290,twitter,es,"literal , ni siquiera te atreves a poner tu cara en una cuenta , se nota a leguas que eres una insegura reprimida .",sexist,misogyny-non-sexual-violence
EXIST2021,5291,twitter,es,"ayer le contaba a una amiga que hace años que no follo con mi mujer , yo creo que ella se masturba para no tener que follar con un micropene impotente y precoz como yo , pero mi amiga cree que además me pone los cuernos",sexist,sexual-violence
EXIST2021,5292,twitter,es,"ella no opina nada , solo observa y calla , es la tipica mujer sumisa diseñada para servir a quien la viste , calza y alimenta",sexist,stereotyping-dominance
EXIST2021,5293,twitter,es,"mmm , pero a ver siempre fue ligera , tampoco es que necesitara mucha excusa . qué join es un buenazo y ella una lagartona eh . . . no perdamos de vista el final feliz .",sexist,misogyny-non-sexual-violence
EXIST2021,5294,twitter,es,el problema es el grado de cinismo y degradación por ejemplo de está mujer q acepta el cargo a sabiendas q será otro florero para el mesías q pena x ella,sexist,stereotyping-dominance
EXIST2021,5295,twitter,es,pendeja del culo,sexist,misogyny-non-sexual-violence
EXIST2021,5296,twitter,es,"feminismo , la bandera , el idioma , la raza , la clase social . . . todo eso queréis dividir y en algunas ocasiones habéis dividido . la culpa no es de vox es de quien ha creado un ministerio para la "" igualdad "" que está en contra de los hombres y ha empeorado la vida de las mujeres .",sexist,ideological-inequality
EXIST2021,5297,twitter,es,madre que me gustaría follar ! ! yo con gusto hee,sexist,objectification
EXIST2021,5298,twitter,es,a ver que piensan nuestras feministas de esto . . . ( son sus costumbres . . . no ? ),sexist,ideological-inequality
EXIST2021,5299,twitter,es,"weones machistas que no entienden que son machistas , por comentar el físico de una mujer árbitro y no su trabajo . no lo hacen con los hombres arbitro ! de verdad hay que explicar la wea con peras y manzanas ! tan arraigado el machismo que ni siquiera saben cuándo lo hacen !",sexist,ideological-inequality
EXIST2021,5300,twitter,es,"a claudia se le nota el machismo por encima , sin importar que sea mujer o lesbiana , una prepotencia que cree que gritando todos le van a hacer caso , es el patriarcado camuflado !",sexist,ideological-inequality
EXIST2021,5301,twitter,es,"en mis tiempos las mamás eran de mejor calidad ! podía tener pobreza absoluta pero nunca faltaba amor de mamá , mucho menos una queja por cuidado maternal . . . ahora van y se los encargan a los abuelos para la crianza . . . una cosa es el feminismo otra es ser mamá a tiempo completo .",sexist,stereotyping-dominance
EXIST2021,5302,twitter,es,hola dani . . . muy corta tu falda hoy en tu noticiero eh modo celoso yo ! ! !,sexist,objectification
EXIST2021,5303,twitter,es,"no las obligamos a parir , te informo que hay una ley para abortar en caso de violación o de que el embarazo venga complicado . . digo porque no obligamos a nadie , la responsabilidad es otra cosa , querer q te saquen el "" problemita "" de encima , otra .",sexist,stereotyping-dominance
EXIST2021,5304,twitter,es,"que mujer de mierda eres , crees que sos de alto nivel y eres de cabotaje , encima eres muy fea",sexist,misogyny-non-sexual-violence
EXIST2021,5305,twitter,es,"todos los hombres heterosexuales que apoyan la victoria de las mujeres tienen un muerto en el placard , es solo una victoria de ellas",sexist,ideological-inequality
EXIST2021,5306,twitter,es,es que lleva la falda muy corta y va provocando . . .,sexist,objectification
EXIST2021,5307,twitter,es,"y luego ? quiera que te aplauda ? pareces una puta cria , aparte chillona , ruegas por atención",sexist,misogyny-non-sexual-violence
EXIST2021,5308,twitter,es,ricas tetas corazón,sexist,objectification
EXIST2021,5309,twitter,es,que rica esta tu mujer,sexist,objectification
EXIST2021,5310,twitter,es,"? , qué onda pa ? tu mamá bien en casa ? ya le dejó de pegar tu viejo ? , tus tías ? tu abuela ? tu hermana ? . . una suerte de hijo tienen , sos un crack la verdad , muy buenas las mujeres de tu familia eh . como se nota que te falta pija como para bordear a minas man",sexist,misogyny-non-sexual-violence
EXIST2021,5311,twitter,es,"y si le sumas tu habitual cara de frígida , ni siquiera vas a necesitar la ley . noe es . fuera hermana !",sexist,misogyny-non-sexual-violence
EXIST2021,5312,twitter,es,"pues yas vas teniendo una edad para comportarte como una nenaza . a lo próximo será ponerte vestiditos ? es maravilloso tener corazón , ser empático y compasivo . pero , sin llegar al drama que te me haces maricón",sexist,stereotyping-dominance
EXIST2021,5313,twitter,es,putas *,sexist,misogyny-non-sexual-violence
EXIST2021,5314,twitter,es,"la inglesa chaka lorek anda de zorra chupa vergas tras chicharo , chaskaborek q golfa eres , respeta el no te quiere",sexist,sexual-violence
EXIST2021,5315,twitter,es,"y si me dejo follar por un familiar , quién os gustaría que fuera ? que vea lo perra que soy",sexist,sexual-violence
EXIST2021,5316,twitter,es,micaela espero verte esta semana zorra,sexist,misogyny-non-sexual-violence
EXIST2021,5317,twitter,es,"ojalá le quiten el internet a estas estúpidas . hacen las putas perras mamadas de criticar lo que hacen las demás mujeres llamándolas "" faltas de personalidad "" , cuando el feminismo está en contra de eso ( no importa que sea un personaje ficticio ) como me cagan .",sexist,misogyny-non-sexual-violence
EXIST2021,5318,twitter,es,"si estuviesen aplaudiendo a una progre le parecería bien y diría que es una mujer moderada y bla bla bla . pero claro , así demuestran si feminismo , con mujeres de primera y de segunda .",sexist,ideological-inequality
EXIST2021,5319,twitter,es,ésta golfa al final os contagia de algo . mandarla de vuelta a taberna .,sexist,misogyny-non-sexual-violence
EXIST2021,5320,twitter,es,detenidos en ronda ( málaga ) y pamplona dos neonazis que querían financiar una guerra racial traficando con drogan septiembre ya fueron arrestados otros dos en leida y atacan que pretendían además secuestrar y violar a una muertidos estan ya libres,sexist,sexual-violence
EXIST2021,5321,twitter,es,"esos proyectos son era , masculinismo y motor , en donde afortunadamente el feminismo no mete mano sino también se enfocaría en dar más privilegios a las mujeres . todo lo que las semis tocan , se pudre .",sexist,ideological-inequality
EXIST2021,5322,twitter,es,"no necesitamos más mujeres electos , ni tampoco más hombres electos . necesitamos aprender a convivir , a dejar ser , a no imponer , ni ser corruptos . ese día no importará si son más mujeres o más hombres , simplemente viviremos en paz sin discriminar , ni creerse mejores por un género .",sexist,ideological-inequality
EXIST2021,5323,twitter,es,"hay estudios sobre las falta de equidad en el desarrollo profesional de las mujeres , muchas veces lo atribuyen al acceso a la educación o a la maternidad , pero no contemplan los daños a la reputación que parecen inofensivos , pero que hacen más daño del cuantificado",sexist,stereotyping-dominance
EXIST2021,5324,twitter,es,chale che femina no aguanta carilla . . . eso si para criticar estás buena . . . se sube se pasea chamaca . . . favor hacer extensivo mi saludo . a bloquearme no te quita lo pendeja !,sexist,ideological-inequality
EXIST2021,5325,twitter,es,"odio cuando alguien me restriega algo en la cara . excepto si son tetas , si son tetas esta bien .",sexist,objectification
EXIST2021,5326,twitter,es,hoy dios q desastre . . . esa mina se va a terminar suicidando con todas las pelotudeces feministas q le metieron en la cabeza .,sexist,ideological-inequality
EXIST2021,5327,twitter,es,mujer al volante . . .,sexist,stereotyping-dominance
EXIST2021,5328,twitter,es,saliendo a decir que a se deja pegar a disminuye la lucha feminista y le da más ganas a la gente misógina y sexista para salir a hablar porquería como a busco mujer que se deje pegar a o a si no se deja pegar no vale a o a las mujeres deberían aguantar todo a,sexist,stereotyping-dominance
EXIST2021,5329,twitter,es,"esa sos vos , te intenta copiar gorda",sexist,misogyny-non-sexual-violence
EXIST2021,5330,twitter,es,todo es culpa del humorismo,sexist,ideological-inequality
EXIST2021,5331,twitter,es,"si violentas a las mujeres trans pegándoles su identidad de género con un discurso de odio , aunque sea quitate tu etiqueta de feminista porque es demasiado violento estar todo el día diciendole hombre a una mujer trans que lucha en el mismo movimiento que nosotras .",sexist,ideological-inequality
EXIST2021,5332,twitter,es,# sorprendente | la intérprete de a maldita primavera a da un discurso en un evento en contra del movimiento feminista y asegura que las mujeres se ven mejor calladas .,sexist,ideological-inequality
EXIST2021,5333,twitter,es,es mas fácil entender a las mujeres que al algoritmo de instagram,sexist,stereotyping-dominance
EXIST2021,5334,twitter,es,mujer obediente,sexist,stereotyping-dominance
EXIST2021,5335,twitter,es,feministas defendiendo que el movimiento trans apuesta por la pedofilia . el daño que esto le hace al feminismo es brutal .,sexist,ideological-inequality
EXIST2021,5336,twitter,es,sumisa y reprimida . así era el papel de la mujer en la antigua grecia . . .,sexist,stereotyping-dominance
EXIST2021,5337,twitter,es,por qué hay tantas lesbianas que parecen tíos ? por qué buscar un marimacho ?,sexist,stereotyping-dominance
EXIST2021,5338,twitter,es,quiero ver ese culo perra deliciosa,sexist,objectification
EXIST2021,5339,twitter,es,"cómo me gustaría follar con ella , acariciar sus piernas lento mientras bajo su ropita interior y la penetro lentamente . . .",sexist,sexual-violence
EXIST2021,5340,twitter,es,colegiala muy golfa folla con su profesor en el aula de castigo,sexist,sexual-violence
EXIST2021,5341,twitter,es,"te alli cuentan luxemburgo y kolontái . . . el feminismo de la primera ola solo intentaba que las grandes fortunas pasarán a las manos "" correctas "" y no a las de sus maridos . . . ayer como hoy el feminismo sólo defiende a las señoritas bien . . . salvo que ahora hay más . .",sexist,ideological-inequality
EXIST2021,5342,twitter,es,y mira estas mierdas que contesta . la malvada lagartona se nos puso sentimental porque no le comen cuento .,sexist,misogyny-non-sexual-violence
EXIST2021,5343,twitter,es,a la cocina a preparar un sandwich y menos twitter femina,sexist,stereotyping-dominance
EXIST2021,5344,twitter,es,"cómo identificar a un perdedor en dos simples pasos : 1 . dice "" diablos señorita "" cuando una mujer habla de sexo . 2 . dice "" exclamó la dulce princesa "" cuando escucha a una mujer decir vulgaridades .",sexist,stereotyping-dominance
EXIST2021,5345,twitter,es,londres : consumen y explotan el cuerpo d las mujeres durante prácticamente toda la historia d la humanidadwomans : * enseñan chichis en 1 stream y les dan varo * londres : wey no esas viejas ni saben jugar sólo por enseñar las chichos ojalá q las plataformas regulan su forma de vestir,sexist,objectification
EXIST2021,5346,twitter,es,a a ti que te parece que si una mujer muere a manos de su marido celoso / posesivo sus hijos cobren una pensión de 600 a y si un hombre muere a manos de su mujer celosa / posesiva sus hijos cobren 140 a ? esto lo promueve el autodenominado feminismo .,sexist,ideological-inequality
EXIST2021,5347,twitter,es,muy zorra ella !,sexist,objectification
EXIST2021,5348,twitter,es,"pues eso de jamas cuestionado no lo creo , segundo entonces si las primeras son todas mujeres , de estas algunas se tendrán que hacer a un lado para dejar su lugar a hombres menos capaces ? es eso lo justo ? perdón pero no comprendo su lógica .",sexist,ideological-inequality
EXIST2021,5349,twitter,es,"chale , ya andas con una lagartona bro ?",sexist,misogyny-non-sexual-violence
EXIST2021,5350,twitter,es,la lengua muy larga y la falda muy corta,sexist,stereotyping-dominance
EXIST2021,5351,twitter,es,"esa es la lógica de las manipuladoras etc . . . creen que como manipulan al marido en la casa con su victimismo falaz , lo harán con todos los hombres de colombia ! representan lo peor de una mujer",sexist,stereotyping-dominance
EXIST2021,5352,twitter,es,me saco fotos y subo a historias en modo perra para que él me las responda y ni bola me da : ( (,sexist,objectification
EXIST2021,5353,twitter,es,que putas,sexist,misogyny-non-sexual-violence
EXIST2021,5354,twitter,es,odio a las mujeres blancas,sexist,misogyny-non-sexual-violence
EXIST2021,5355,twitter,es,"me caga cuando las mujeres abusan de su "" condición de ser mujer "" te pueden pegar , maldecir e incluso escupir y siempre sale con "" estoy en abrazada o soy mujer "" y mientras lo putazo que ya remitieron son de gratis",sexist,ideological-inequality
EXIST2021,5356,twitter,es,"sabían que el 90 % de los accidentes automovilísticos son por culpa de los hombres . . . sí , por prestarle el carro a sus mujeres . . . mujer al volante peligro constante . . .",sexist,stereotyping-dominance
EXIST2021,5357,twitter,es,medio rubia por que medio tonta .,sexist,stereotyping-dominance
EXIST2021,5358,twitter,es,"encuéntrame una sola manifestación , pancarta , mural o grafiti en españa donde los hombres animen a matar a las mujeres . hemos llegado a tal punto de misandría profunda y humorismo institucional que intentas justificar lo injustificable .",sexist,ideological-inequality
EXIST2021,5359,twitter,es,"parece una chica para ser un chico , sasha le miro fijamente , intentando "" investigar """,sexist,stereotyping-dominance
EXIST2021,5360,twitter,es,"además que la gran mayoría de las feministas y / o mujeres independientes están adoctrinados por lo que les dice la escuela , medios de comunicación , etc . así que tan inteligentes no serán si no se dan cuenta de que son adoctrinados y eso",sexist,ideological-inequality
EXIST2021,5361,twitter,es,"hoy mi jefa le ha cogido el teléfono a un cliente y ha tenido que escuchar como este le decía que por qué le coge el teléfono una mujer . . . para todos los hombres que leáis esto : P or favor , no seáis así",sexist,ideological-inequality
EXIST2021,5362,twitter,es,"una zorra que se ha arreglado el pelo ha comido espárragos ligueros se ha comprado una camiseta de cochino se ha escuchado el disco de soto y el de viv , ha quedado con amigos y sigue absolutamente triste",sexist,misogyny-non-sexual-violence
EXIST2021,5363,twitter,es,"con lo que si no estoy de acuerdo es con el hembrismono todo está mal en el mundo y darle tanta importancia o seguir fomentando que la palabra "" zorra "" ( como nosotras la usamos ) es solo para denigrar en mi concepto esta mal .",sexist,ideological-inequality
EXIST2021,5364,twitter,es,"el machismo va contra las mujeres , y el feminismo es por y para ellas , sin importar la clase a la que pertenezcan . cierra el culo , que huele a rancio .",sexist,ideological-inequality
EXIST2021,5365,twitter,es,"ye : pareces en esa foto una geisha , sabes lo q es no ? yo : si jaaye : una puta vamo",sexist,sexual-violence
EXIST2021,5366,twitter,es,se te ha olvidado el famoso # yositecreo un detenido en arrecife por una agresión sexual,sexist,sexual-violence
EXIST2021,5367,twitter,es,"jajahoy 21 . 12 . 2020 todos nos dimos cuenta que a las feministas les importa un carajo la igualdad entre hombre - mujer . miles de feministas ( confesas ) compartiendo y comentando por whatapps , insto , etc los videos de gabriel soto . después se golpean el pecho cuando es una mujer",sexist,ideological-inequality
EXIST2021,5368,twitter,es,que no paseis de mi zorras,sexist,misogyny-non-sexual-violence
EXIST2021,5369,twitter,es,odio a las mujeres,sexist,misogyny-non-sexual-violence
EXIST2021,5370,twitter,es,"no , el gilipollas nació gilipollas , pero necesita un estímulo de rebaño para actuar y en este caso se lo da el adquirir el concepto de la mujer como producto en twitch , que vende su muñeca hinchable , baila si te suscribes , duerme o te dice cuando tiempo le gusta follar .",sexist,objectification
EXIST2021,5371,twitter,es,"el ideal de un macho . . . la mujer callada , sumisa y obediente a la palabra del macho . envidiable , esto solo es conseguible , aparte del macho comunista , por los regímenes fundamentalistas musulmanes !",sexist,stereotyping-dominance
EXIST2021,5372,twitter,es,y a veces tienen deseos de azotar hasta sangrar a las mujeres . .,sexist,sexual-violence
EXIST2021,5373,twitter,es,lo que dice la señora del video que posteo luz es lo que ella interpreta que le indica la biblia de como debe comportarse la mujer ante su marido ( ser sumisa y obediente ) y ella pregona eso ante muchas personas que lo cumplen al pie de la letra . . .,sexist,stereotyping-dominance
EXIST2021,5374,twitter,es,* perra hasta el piso *,sexist,misogyny-non-sexual-violence
EXIST2021,5375,twitter,es,"una vieja me tiró "" muerete "" por esperar a q corte el semáforo en la senda peatonal nunca me rei tan fuerte en la cara de alguien vieja concha frigida ojalá le caiga mal el pan dulce",sexist,misogyny-non-sexual-violence
EXIST2021,5376,twitter,es,"pues me parece muy bien y la que le guste que lo haga es libre d decidir , o las d podemos se creen que la mujer es tonta por ser mujer . . son ellas las que discriminan a la mujer",sexist,ideological-inequality
EXIST2021,5377,twitter,es,pura mujer florero .,sexist,stereotyping-dominance
EXIST2021,5378,twitter,es,a quién juzga a los jueces ? el juez que pidió la absolución de # laminada absuelve al hombre que abusó sexualmente de una niña de 12 años porque el acusado decía que a siempre inventaba historias a se pedía 8 años de prisión a justicia ?,sexist,sexual-violence
EXIST2021,5379,twitter,es,"jajajajaja "" me he informado mucho sobre rafe leyendo a butler "" ser mujer es ser sumisa",sexist,stereotyping-dominance
EXIST2021,5380,twitter,es,"la frente muy alta , la lengua muy larga y la falda muy corta ! !",sexist,stereotyping-dominance
EXIST2021,5381,twitter,es,quieres que vaya y te folle ? que tienes las tetas muy todas la falda muy corta y abiertas las piernas o no ? sabina a ni estilo jajaja,sexist,sexual-violence
EXIST2021,5382,twitter,es,puta mojigata es lo que eres,sexist,misogyny-non-sexual-violence
EXIST2021,5383,twitter,es,"cuánta plata le doy a tu mujer ? nada , ella se deja follar gratis .",sexist,objectification
EXIST2021,5384,twitter,es,ciérrame la boca y sustenta tus dichos con hechos y fuentes . no con pendejadas de rubia tonta .,sexist,stereotyping-dominance
EXIST2021,5385,twitter,es,será humorismo,sexist,ideological-inequality
EXIST2021,5386,twitter,es,feliz navidad pedazo de zorras,sexist,misogyny-non-sexual-violence
EXIST2021,5387,twitter,es,aun no supero que se haya deformado la cara de esa forma las kardashian le han hecho mas daño a las mujeres que el patriarcado,sexist,objectification
EXIST2021,5388,twitter,es,"voy a insistirte . los mismos que nos preocupamos por los derechos de las mujeres son los que nos preocupamos por el derecho de los trabajadores . si usas un accidente laboral para cargar contra el feminismo dejas claro que te importa un carajo el muerto , el accidente y las casas .",sexist,ideological-inequality
EXIST2021,5389,twitter,es,9 . todas putas,sexist,misogyny-non-sexual-violence
EXIST2021,5390,twitter,es,"esta tipa piensa que las mujeres van por la vida pidiéndole curriculums de experiencias sexuales a los manes , la culpa es del varón por no saber ni meterlo bien , genial que tú tengas a tu varón q te deja satisfecha , no todas corren esa suerte",sexist,ideological-inequality
EXIST2021,5391,twitter,es,mujer al volante,sexist,stereotyping-dominance
EXIST2021,5392,twitter,es,"con la frase me refería a que me parece hipócrita decir que el feminismo es una mierda y ser mujer , ya que gracias a él hoy en día tenes derechos . y a lo otro , las que luchan por los derechos de las mujeres , son mujeres . por más de que lo haya "" inventado "" un hombre",sexist,ideological-inequality
EXIST2021,5393,twitter,es,"politiquería es la que haces femina cagada . . . experta en logistica con las vacunas , la hipocresia , encima sin olvidar tu clasismo contra los indigenas , que se puede esperar de alguien que no llegó al cargo por voto . . . sino por tus influencias . . . gente como tu va contra mexico .",sexist,ideological-inequality
EXIST2021,5394,twitter,es,""" . . . siempre tuvo la frente muy alta , la lengua muy larga la falda muy corta . . . "" dijera j . sabina",sexist,objectification
EXIST2021,5395,twitter,es,a a las zorras en general - - - . a,sexist,misogyny-non-sexual-violence
EXIST2021,5396,twitter,es,"estaba siendo sarcástico , básicamente burlándome del argumento banal de las feministas .",sexist,ideological-inequality
EXIST2021,5397,twitter,es,se me achicaron un montón las tetas y ahora siento q me falta algo,sexist,objectification
EXIST2021,5398,twitter,es,"me he pillao un pisito to guapo , venirse zorras",sexist,misogyny-non-sexual-violence
EXIST2021,5399,twitter,es,"mucho poema ven aquí vamos a refrescarnos la almeja pero luego te da miedo un cubata , en fin , mujeres",sexist,stereotyping-dominance
EXIST2021,5400,twitter,es,"definitivamente . recuerda , aquellas célebres palabras d . . está ahí por ser la mujer de . . . y gracias a . . . esas palabras las dijo el muy feminista padre d sus hijos para humillar a una mujer . con lo q no contó fue q definiría a la perfección a su mujer , la inútil ministra florero .",sexist,stereotyping-dominance
EXIST2021,5401,twitter,es,me parece tremendo como a los hombres les dices que quieres igualdad y te responden con que entonces le pueden pegar a las mujeres sin que los denuncien jjj tipo solo piensan en eso no ? ?,sexist,ideological-inequality
EXIST2021,5402,twitter,es,"nada esperaba de este faltarte , mentiroso e incapaz pedro sánchez , a la nenaza a .",sexist,stereotyping-dominance
EXIST2021,5403,twitter,es,esa fina línea entre querer ser mujer de éxito - profesional - workaholic que se desvive por su trabajo y dejarlo todo y ser una mujer florero que se pasa el día de spa con sus amigas . no hay un in between,sexist,stereotyping-dominance
EXIST2021,5404,twitter,es,te voy a patear el culo nenaza,sexist,stereotyping-dominance
EXIST2021,5405,twitter,es,una patada en el culo tenia que haberla dado a la niñata ésta .,sexist,misogyny-non-sexual-violence
EXIST2021,5406,twitter,es,"soy una mujer bien sumisa , cocino , limpio , sé de costura , a mis vagos siempre les hago de mamá , un horror",sexist,stereotyping-dominance
EXIST2021,5407,twitter,es,"afirmativo yo como no uso vestidos ni faldas , ademas camino toda chueca , entre otras cosaspues mi abuela me dice que soy lesbiana y mi bisabuela que soy marimacho que chinguen a su madre xd",sexist,stereotyping-dominance
EXIST2021,5408,twitter,es,"por qué carajos pones una foto tuya después de cada boludez que decís ? los y las , todos y todas anda hacerte agarrar por un negro africano con 35 cm de poronga frígida de mierda",sexist,sexual-violence
EXIST2021,5409,twitter,es,me voy a follar un mansito hetero con mujer e hija . me quiere .,sexist,sexual-violence
EXIST2021,5410,twitter,es,"las mujeres de hoy en dia son bien egoistas , nadie me quiere compartir la mitad de su cama .",sexist,stereotyping-dominance
EXIST2021,5411,twitter,es,quien deshumaniza a las mujeres son quienes piensan que ellas no tienen la capacidad de decidir si ejercer o no la prostitución . quienes no saben distinguir entre prostitución y trata .,sexist,objectification
EXIST2021,5412,twitter,es,no te quejes a mi me gustaria follar eh,sexist,sexual-violence
EXIST2021,5413,twitter,es,a pecera ? a nenaza felina !,sexist,misogyny-non-sexual-violence
EXIST2021,5414,twitter,es,"porque la casa era el único lugar donde la mujer era libre de cocinar , fregar , cuidar hijos y servir a su marido . era el ama de todas esas tareas , y para reforzar su aceptación , se le daba el nombre de ama de casa , aunque no tuviera ni su nombre en la cuenta corriente del marido .",sexist,stereotyping-dominance
EXIST2021,5415,twitter,es,"el tema : te cogía todos los días , la mía tu te comías cuando en tus nalgas yo me dormía",sexist,sexual-violence
EXIST2021,5416,twitter,es,zorra no se pero guarra eres pa un rato,sexist,misogyny-non-sexual-violence
EXIST2021,5417,twitter,es,las cosas no son así si andas de guarra pídele perdón tú,sexist,misogyny-non-sexual-violence
EXIST2021,5418,twitter,es,jajajajajajajaj puta lorena jajajajaja,sexist,misogyny-non-sexual-violence
EXIST2021,5419,twitter,es,solo me gustan las q lucen sucias y las mas zorras,sexist,objectification
EXIST2021,5420,twitter,es,"o sea que según vos el # yositecreo funciona solo para mujeres . curioso , perdón no había entendido bien el concepto de equidad .",sexist,ideological-inequality
